millis,time,mode,v_raw,v_hat,v_ref,z_ref,z_meas,u_intVertical,u_pi,leftThrust,rightThrust,verticalThrust
214658,16:44:13,ALTITUDE_HOLD,0.000,0.001,-0.073,1.000,1.121,-0.761,-0.991,0.000,0.000,0.000
214758,16:44:13,ALTITUDE_HOLD,0.000,-0.006,-0.068,1.000,1.114,-0.766,-0.958,0.000,0.000,0.000
214858,16:44:13,ALTITUDE_HOLD,0.000,0.003,-0.066,1.000,1.110,-0.771,-0.985,0.000,0.000,0.000
214958,16:44:13,ALTITUDE_HOLD,0.000,-0.002,-0.062,1.000,1.104,-0.777,-0.965,0.000,0.000,0.000
215058,16:44:13,ALTITUDE_HOLD,0.000,-0.000,-0.059,1.000,1.099,-0.783,-0.966,0.000,0.000,0.000
215158,16:44:13,ALTITUDE_HOLD,0.000,-0.016,-0.056,1.000,1.093,-0.787,-0.909,0.000,0.000,0.000
215258,16:44:13,ALTITUDE_HOLD,0.000,-0.000,-0.054,1.000,1.090,-0.792,-0.959,0.000,0.000,0.000
215358,16:44:13,ALTITUDE_HOLD,0.000,-0.003,-0.050,1.000,1.084,-0.796,-0.943,0.000,0.000,0.000
215458,16:44:13,ALTITUDE_HOLD,0.000,-0.006,-0.046,1.000,1.076,-0.799,-0.921,0.000,0.000,0.000
215558,16:44:14,ALTITUDE_HOLD,0.000,0.006,-0.043,1.000,1.072,-0.801,-0.952,0.000,0.000,0.000
215658,16:44:14,ALTITUDE_HOLD,0.000,-0.006,-0.038,1.000,1.064,-0.802,-0.903,0.000,0.000,0.000
215758,16:44:14,ALTITUDE_HOLD,0.000,-0.002,-0.036,1.000,1.060,-0.805,-0.911,0.000,0.000,0.000
215858,16:44:14,ALTITUDE_HOLD,0.000,-0.004,-0.032,1.000,1.053,-0.806,-0.892,0.000,0.000,0.000
215958,16:44:14,ALTITUDE_HOLD,0.000,-0.002,-0.028,1.000,1.047,-0.807,-0.889,0.000,0.000,0.000
216058,16:44:14,ALTITUDE_HOLD,0.000,-0.006,-0.023,1.000,1.039,-0.806,-0.861,0.000,0.000,0.000
216158,16:44:14,ALTITUDE_HOLD,0.000,-0.007,-0.019,1.000,1.031,-0.804,-0.840,0.000,0.000,0.000
216258,16:44:14,ALTITUDE_HOLD,0.000,-0.009,-0.014,1.000,1.024,-0.803,-0.818,0.000,0.000,0.000
216358,16:44:14,ALTITUDE_HOLD,0.000,-0.026,-0.010,1.000,1.016,-0.800,-0.749,0.000,0.000,0.000
216458,16:44:14,ALTITUDE_HOLD,0.000,-0.004,-0.006,1.000,1.010,-0.797,-0.805,0.000,0.000,0.000
216558,16:44:15,ALTITUDE_HOLD,0.000,-0.008,-0.001,1.000,1.002,-0.793,-0.771,0.000,0.000,0.000
216658,16:44:15,ALTITUDE_HOLD,0.000,-0.002,0.002,1.000,0.997,-0.792,-0.790,0.000,0.000,0.000
216758,16:44:15,ALTITUDE_HOLD,0.000,-0.008,0.007,1.000,0.989,-0.792,-0.783,0.000,0.000,0.000
216858,16:44:15,ALTITUDE_HOLD,0.000,-0.021,0.010,1.000,0.983,-0.792,-0.773,0.000,0.000,0.000
216958,16:44:15,ALTITUDE_HOLD,0.000,-0.019,0.014,1.000,0.976,-0.791,-0.771,0.000,0.000,0.000
217058,16:44:15,ALTITUDE_HOLD,0.000,-0.019,0.019,1.000,0.969,-0.791,-0.768,0.000,0.000,0.000
217158,16:44:15,ALTITUDE_HOLD,0.000,-0.019,0.023,1.000,0.962,-0.791,-0.765,0.000,0.000,0.000
217258,16:44:15,ALTITUDE_HOLD,0.000,-0.000,0.026,1.000,0.956,-0.790,-0.774,0.000,0.000,0.000
217358,16:44:15,ALTITUDE_HOLD,0.000,-0.030,0.032,1.000,0.946,-0.790,-0.752,0.000,0.000,0.000
217458,16:44:15,ALTITUDE_HOLD,0.000,-0.000,0.036,1.000,0.940,-0.789,-0.767,0.000,0.000,0.000
217558,16:44:16,ALTITUDE_HOLD,0.000,-0.016,0.041,1.000,0.931,-0.788,-0.754,0.000,0.000,0.000
217658,16:44:16,ALTITUDE_HOLD,0.000,-0.019,0.045,1.000,0.925,-0.788,-0.749,0.000,0.000,0.000
217758,16:44:16,ALTITUDE_HOLD,0.000,-0.012,0.050,1.000,0.917,-0.787,-0.750,0.000,0.000,0.000
217858,16:44:16,ALTITUDE_HOLD,0.000,-0.009,0.057,1.000,0.905,-0.786,-0.747,0.000,0.000,0.000
217958,16:44:16,ALTITUDE_HOLD,0.000,0.008,0.060,1.000,0.900,-0.786,-0.754,0.000,0.000,0.000
218058,16:44:16,ALTITUDE_HOLD,0.000,-0.009,0.067,1.000,0.889,-0.785,-0.740,0.000,0.000,0.000
218158,16:44:16,ALTITUDE_HOLD,0.000,-0.000,0.070,1.000,0.884,-0.784,-0.742,0.000,0.000,0.000
218258,16:44:16,ALTITUDE_HOLD,0.000,-0.013,0.076,1.000,0.874,-0.783,-0.730,0.000,0.000,0.000
218358,16:44:16,ALTITUDE_HOLD,0.000,-0.002,0.080,1.000,0.867,-0.782,-0.733,0.000,0.000,0.000
218458,16:44:16,ALTITUDE_HOLD,0.000,-0.009,0.086,1.000,0.856,-0.781,-0.724,0.000,0.000,0.000
218558,16:44:17,ALTITUDE_HOLD,0.000,0.004,0.089,1.000,0.852,-0.780,-0.729,0.000,0.000,0.000
218658,16:44:17,ALTITUDE_HOLD,0.000,-0.012,0.095,1.000,0.841,-0.779,-0.715,0.000,0.000,0.000
218758,16:44:17,ALTITUDE_HOLD,0.000,0.003,0.098,1.000,0.837,-0.778,-0.721,0.000,0.000,0.000
218858,16:44:17,ALTITUDE_HOLD,0.000,-0.006,0.105,1.000,0.825,-0.777,-0.710,0.000,0.000,0.000
218958,16:44:17,ALTITUDE_HOLD,0.000,-0.005,0.109,1.000,0.819,-0.776,-0.708,0.000,0.000,0.000
219058,16:44:17,ALTITUDE_HOLD,0.000,-0.020,0.114,1.000,0.810,-0.775,-0.694,0.000,0.000,0.000
219158,16:44:17,ALTITUDE_HOLD,0.000,-0.012,0.119,1.000,0.801,-0.773,-0.695,0.000,0.000,0.000
219258,16:44:17,ALTITUDE_HOLD,0.000,-0.078,0.124,1.000,0.794,-0.772,-0.651,0.000,0.000,0.000
219358,16:44:17,ALTITUDE_HOLD,0.000,-0.021,0.128,1.000,0.786,-0.770,-0.681,0.000,0.000,0.000
219458,16:44:17,ALTITUDE_HOLD,0.000,-0.019,0.134,1.000,0.777,-0.769,-0.677,0.000,0.000,0.000
219558,16:44:18,ALTITUDE_HOLD,0.000,-0.030,0.139,1.000,0.768,-0.768,-0.666,0.000,0.000,0.000
219658,16:44:18,ALTITUDE_HOLD,0.000,-0.003,0.144,1.000,0.760,-0.766,-0.678,0.000,0.000,0.000
219758,16:44:18,ALTITUDE_HOLD,0.000,-0.026,0.149,1.000,0.751,-0.765,-0.659,0.000,0.000,0.000
219858,16:44:18,ALTITUDE_HOLD,0.000,-0.026,0.154,1.000,0.743,-0.763,-0.655,0.000,0.000,0.000
219958,16:44:18,ALTITUDE_HOLD,0.000,-0.020,0.160,1.000,0.733,-0.761,-0.653,0.000,0.000,0.000
220058,16:44:18,ALTITUDE_HOLD,0.000,-0.006,0.164,1.000,0.727,-0.760,-0.658,0.000,0.000,0.000
220158,16:44:18,ALTITUDE_HOLD,0.000,-0.030,0.170,1.000,0.717,-0.758,-0.638,0.000,0.000,0.000
220258,16:44:18,ALTITUDE_HOLD,0.000,-0.006,0.174,1.000,0.710,-0.756,-0.648,0.000,0.000,0.000
220358,16:44:18,ALTITUDE_HOLD,0.000,-0.018,0.181,1.000,0.699,-0.755,-0.635,0.000,0.000,0.000
220458,16:44:18,ALTITUDE_HOLD,0.000,-0.005,0.184,1.000,0.693,-0.753,-0.639,0.000,0.000,0.000
220558,16:44:19,ALTITUDE_HOLD,0.000,-0.007,0.190,1.000,0.683,-0.751,-0.633,0.000,0.000,0.000
220658,16:44:19,ALTITUDE_HOLD,0.000,-0.006,0.195,1.000,0.675,-0.749,-0.629,0.000,0.000,0.000
220758,16:44:19,ALTITUDE_HOLD,0.000,-0.004,0.200,1.000,0.667,-0.747,-0.625,0.000,0.000,0.000
220858,16:44:19,ALTITUDE_HOLD,0.000,-0.004,0.205,1.000,0.658,-0.745,-0.620,0.000,0.000,0.000
220958,16:44:19,ALTITUDE_HOLD,0.000,-0.005,0.211,1.000,0.648,-0.743,-0.613,0.000,0.000,0.000
221058,16:44:19,ALTITUDE_HOLD,0.000,-0.002,0.215,1.000,0.641,-0.741,-0.610,0.000,0.000,0.000
221158,16:44:19,ALTITUDE_HOLD,0.000,-0.007,0.221,1.000,0.631,-0.739,-0.602,0.000,0.000,0.000
221258,16:44:19,ALTITUDE_HOLD,0.000,0.001,0.225,1.000,0.625,-0.737,-0.603,0.000,0.000,0.000
221358,16:44:19,ALTITUDE_HOLD,0.000,-0.014,0.232,1.000,0.613,-0.735,-0.587,0.000,0.000,0.000
221458,16:44:19,ALTITUDE_HOLD,0.000,-0.000,0.235,1.000,0.608,-0.733,-0.591,0.000,0.000,0.000
221558,16:44:20,ALTITUDE_HOLD,0.000,-0.013,0.242,1.000,0.596,-0.730,-0.577,0.000,0.000,0.000
221658,16:44:20,ALTITUDE_HOLD,0.000,-0.000,0.246,1.000,0.590,-0.728,-0.580,0.000,0.000,0.000
221758,16:44:20,ALTITUDE_HOLD,0.000,-0.014,0.253,1.000,0.579,-0.726,-0.566,0.000,0.000,0.000
221858,16:44:20,ALTITUDE_HOLD,0.000,-0.000,0.256,1.000,0.573,-0.723,-0.570,0.000,0.000,0.000
221958,16:44:20,ALTITUDE_HOLD,0.000,-0.012,0.263,1.000,0.561,-0.721,-0.556,0.000,0.000,0.000
222058,16:44:20,ALTITUDE_HOLD,0.000,-0.000,0.267,1.000,0.555,-0.718,-0.558,0.000,0.000,0.000
222158,16:44:20,ALTITUDE_HOLD,0.000,-0.010,0.274,1.000,0.544,-0.716,-0.546,0.000,0.000,0.000
222258,16:44:20,ALTITUDE_HOLD,0.000,-0.006,0.279,1.000,0.535,-0.713,-0.542,0.000,0.000,0.000
222358,16:44:20,ALTITUDE_HOLD,0.000,-0.010,0.284,1.000,0.526,-0.710,-0.534,0.000,0.000,0.000
222458,16:44:20,ALTITUDE_HOLD,0.000,-0.008,0.289,1.000,0.518,-0.708,-0.529,0.000,0.000,0.000
222558,16:44:21,ALTITUDE_HOLD,0.000,-0.004,0.294,1.000,0.510,-0.705,-0.526,0.000,0.000,0.000
222658,16:44:21,ALTITUDE_HOLD,0.000,-0.004,0.299,1.000,0.502,-0.702,-0.521,0.000,0.000,0.000
222758,16:44:21,ALTITUDE_HOLD,0.000,-0.007,0.304,1.000,0.494,-0.700,-0.514,0.000,0.000,0.000
222858,16:44:21,ALTITUDE_HOLD,0.000,-0.006,0.309,1.000,0.485,-0.697,-0.508,0.000,0.000,0.000
222958,16:44:21,ALTITUDE_HOLD,0.000,-0.003,0.314,1.000,0.477,-0.694,-0.504,0.000,0.000,0.000
223058,16:44:21,ALTITUDE_HOLD,0.000,-0.008,0.319,1.000,0.469,-0.691,-0.495,0.000,0.000,0.000
223158,16:44:21,ALTITUDE_HOLD,0.000,-0.008,0.323,1.000,0.461,-0.688,-0.489,0.000,0.000,0.000
223258,16:44:21,ALTITUDE_HOLD,0.000,-0.003,0.328,1.000,0.454,-0.685,-0.487,0.000,0.000,0.000
223358,16:44:21,ALTITUDE_HOLD,0.000,-0.005,0.333,1.000,0.445,-0.682,-0.479,0.000,0.000,0.000
223458,16:44:21,ALTITUDE_HOLD,0.000,-0.005,0.337,1.000,0.438,-0.679,-0.474,0.000,0.000,0.000
223558,16:44:22,ALTITUDE_HOLD,0.000,-0.010,0.343,1.000,0.429,-0.676,-0.465,0.000,0.000,0.000
223658,16:44:22,ALTITUDE_HOLD,0.000,-0.001,0.346,1.000,0.423,-0.673,-0.464,0.000,0.000,0.000
223758,16:44:22,ALTITUDE_HOLD,0.000,-0.002,0.351,1.000,0.415,-0.670,-0.458,0.000,0.000,0.000
223858,16:44:22,ALTITUDE_HOLD,0.000,-0.000,0.355,1.000,0.409,-0.667,-0.454,0.000,0.000,0.000
223958,16:44:22,ALTITUDE_HOLD,0.000,-0.009,0.361,1.000,0.399,-0.663,-0.442,0.000,0.000,0.000
224058,16:44:22,ALTITUDE_HOLD,0.000,-0.000,0.364,1.000,0.394,-0.660,-0.442,0.000,0.000,0.000
224158,16:44:22,ALTITUDE_HOLD,0.000,-0.030,0.370,1.000,0.383,-0.656,-0.416,0.000,0.000,0.000
224258,16:44:22,ALTITUDE_HOLD,0.000,-0.001,0.373,1.000,0.378,-0.653,-0.429,0.000,0.000,0.000
224358,16:44:22,ALTITUDE_HOLD,0.000,-0.030,0.379,1.000,0.369,-0.650,-0.405,0.000,0.000,0.000
224458,16:44:22,ALTITUDE_HOLD,0.000,-0.005,0.382,1.000,0.363,-0.646,-0.414,0.000,0.000,0.000
224558,16:44:23,ALTITUDE_HOLD,0.000,-0.016,0.386,1.000,0.356,-0.643,-0.401,0.000,0.000,0.000
224658,16:44:23,ALTITUDE_HOLD,0.000,-0.013,0.391,1.000,0.349,-0.640,-0.398,0.000,0.000,0.000
224758,16:44:23,ALTITUDE_HOLD,0.000,-0.007,0.395,1.000,0.342,-0.636,-0.395,0.000,0.000,0.000
224858,16:44:23,ALTITUDE_HOLD,0.000,-0.006,0.399,1.000,0.335,-0.632,-0.389,0.000,0.000,0.000
224958,16:44:23,ALTITUDE_HOLD,0.000,-0.003,0.403,1.000,0.329,-0.629,-0.386,0.000,0.000,0.000
225058,16:44:23,ALTITUDE_HOLD,0.000,-0.007,0.407,1.000,0.321,-0.625,-0.377,0.000,0.000,0.000
225158,16:44:23,ALTITUDE_HOLD,0.000,-0.006,0.411,1.000,0.315,-0.622,-0.372,0.000,0.000,0.000
225258,16:44:23,ALTITUDE_HOLD,0.000,-0.000,0.414,1.000,0.310,-0.618,-0.370,0.000,0.000,0.000
225358,16:44:23,ALTITUDE_HOLD,0.000,-0.004,0.418,1.000,0.303,-0.615,-0.361,0.000,0.000,0.000
225458,16:44:23,ALTITUDE_HOLD,0.000,-0.002,0.421,1.000,0.298,-0.611,-0.357,0.000,0.000,0.000
225558,16:44:24,ALTITUDE_HOLD,0.000,-0.003,0.425,1.000,0.292,-0.607,-0.350,0.000,0.000,0.000
225658,16:44:24,ALTITUDE_HOLD,0.000,-0.009,0.427,1.000,0.288,-0.603,-0.342,0.000,0.000,0.000
225758,16:44:24,ALTITUDE_HOLD,0.000,-0.003,0.431,1.000,0.282,-0.600,-0.339,0.000,0.000,0.000
225858,16:44:24,ALTITUDE_HOLD,0.000,-0.006,0.435,1.000,0.275,-0.596,-0.331,0.000,0.000,0.000
225958,16:44:24,ALTITUDE_HOLD,0.000,-0.003,0.439,1.000,0.269,-0.592,-0.327,0.000,0.000,0.000
226058,16:44:24,ALTITUDE_HOLD,0.000,-0.005,0.442,1.000,0.263,-0.588,-0.320,0.000,0.000,0.000
226158,16:44:24,ALTITUDE_HOLD,0.000,-0.006,0.445,1.000,0.258,-0.584,-0.314,0.000,0.000,0.000
226258,16:44:24,ALTITUDE_HOLD,0.000,-0.004,0.449,1.000,0.252,-0.580,-0.309,0.000,0.000,0.000
226358,16:44:24,ALTITUDE_HOLD,0.000,-0.002,0.452,1.000,0.247,-0.576,-0.304,0.000,0.000,0.000
226458,16:44:24,ALTITUDE_HOLD,0.000,-0.002,0.455,1.000,0.242,-0.572,-0.298,0.000,0.000,0.000
226558,16:44:25,ALTITUDE_HOLD,0.000,-0.000,0.457,1.000,0.238,-0.568,-0.294,0.000,0.000,0.000
226658,16:44:25,ALTITUDE_HOLD,0.000,-0.003,0.460,1.000,0.233,-0.564,-0.287,0.000,0.000,0.000
226758,16:44:25,ALTITUDE_HOLD,0.000,-0.000,0.463,1.000,0.229,-0.560,-0.283,0.000,0.000,0.000
226858,16:44:25,ALTITUDE_HOLD,0.000,-0.007,0.466,1.000,0.223,-0.556,-0.273,0.000,0.000,0.000
226958,16:44:25,ALTITUDE_HOLD,0.000,-0.013,0.469,1.000,0.218,-0.552,-0.263,0.000,0.000,0.000
227058,16:44:25,ALTITUDE_HOLD,0.000,-0.006,0.472,1.000,0.214,-0.548,-0.262,0.000,0.000,0.000
227158,16:44:25,ALTITUDE_HOLD,0.000,-0.000,0.474,1.000,0.210,-0.544,-0.260,0.000,0.000,0.000
227258,16:44:25,ALTITUDE_HOLD,0.000,-0.008,0.478,1.000,0.204,-0.540,-0.248,0.000,0.000,0.000
227358,16:44:25,ALTITUDE_HOLD,0.000,-0.000,0.479,1.000,0.202,-0.536,-0.249,0.000,0.000,0.000
227458,16:44:25,ALTITUDE_HOLD,0.000,-0.019,0.482,1.000,0.196,-0.532,-0.231,0.000,0.000,0.000
227558,16:44:26,ALTITUDE_HOLD,0.000,-0.000,0.484,1.000,0.193,-0.528,-0.237,0.000,0.000,0.000
227658,16:44:26,ALTITUDE_HOLD,0.000,-0.012,0.487,1.000,0.189,-0.523,-0.224,0.000,0.000,0.000
227761,16:44:26,ALTITUDE_HOLD,0.000,-0.001,0.488,1.000,0.186,-0.519,-0.226,0.000,0.000,0.000
227861,16:44:26,ALTITUDE_HOLD,0.000,-0.077,0.491,1.000,0.182,-0.515,-0.174,0.000,0.000,0.000
227961,16:44:26,ALTITUDE_HOLD,0.000,-0.001,0.492,1.000,0.180,-0.510,-0.215,0.000,0.000,0.000
228061,16:44:26,ALTITUDE_HOLD,0.000,0.001,0.493,1.000,0.178,-0.507,-0.211,0.000,0.000,0.000
228161,16:44:26,ALTITUDE_HOLD,0.000,-0.003,0.496,1.000,0.173,-0.502,-0.203,0.000,0.000,0.000
228261,16:44:26,ALTITUDE_HOLD,0.000,-0.000,0.497,1.000,0.171,-0.498,-0.200,0.000,0.000,0.000
228361,16:44:26,ALTITUDE_HOLD,0.000,-0.003,0.500,1.000,0.167,-0.494,-0.192,0.000,0.000,0.000
228461,16:44:26,ALTITUDE_HOLD,0.000,0.003,0.500,1.000,0.166,-0.490,-0.191,0.000,0.000,0.000
228561,16:44:27,ALTITUDE_HOLD,0.000,-0.003,0.503,1.000,0.162,-0.485,-0.182,0.000,0.000,0.000
228661,16:44:27,ALTITUDE_HOLD,0.000,0.002,0.503,1.000,0.161,-0.481,-0.180,0.000,0.000,0.000
228761,16:44:27,ALTITUDE_HOLD,0.000,-0.008,0.506,1.000,0.157,-0.477,-0.169,0.000,0.000,0.000
228861,16:44:27,ALTITUDE_HOLD,0.000,0.003,0.506,1.000,0.157,-0.473,-0.171,0.000,0.000,0.000
228961,16:44:27,ALTITUDE_HOLD,0.000,-0.035,0.509,1.000,0.152,-0.468,-0.142,0.000,0.000,0.000
229061,16:44:27,ALTITUDE_HOLD,0.000,0.017,0.508,1.000,0.153,-0.464,-0.169,0.000,0.000,0.000
229161,16:44:27,ALTITUDE_HOLD,0.000,-0.005,0.511,1.000,0.149,-0.460,-0.150,0.000,0.000,0.000
229261,16:44:27,ALTITUDE_HOLD,0.000,-0.000,0.511,1.000,0.148,-0.455,-0.149,0.000,0.000,0.000
229361,16:44:27,ALTITUDE_HOLD,0.000,-0.013,0.513,1.000,0.145,-0.451,-0.136,0.000,0.000,0.000
229461,16:44:27,ALTITUDE_HOLD,0.000,0.006,0.513,1.000,0.145,-0.447,-0.143,0.000,0.000,0.000
229561,16:44:28,ALTITUDE_HOLD,0.000,-0.036,0.515,1.000,0.142,-0.442,-0.112,0.000,0.000,0.000
229661,16:44:28,ALTITUDE_HOLD,0.000,0.017,0.514,1.000,0.143,-0.438,-0.140,0.000,0.000,0.000
229761,16:44:28,ALTITUDE_HOLD,0.000,-0.005,0.515,1.000,0.141,-0.434,-0.121,0.000,0.000,0.000
229861,16:44:28,ALTITUDE_HOLD,0.000,0.006,0.515,1.000,0.141,-0.429,-0.124,0.000,0.000,0.000
229961,16:44:28,ALTITUDE_HOLD,0.000,-0.017,0.518,1.000,0.137,-0.425,-0.104,0.000,0.000,0.000
230061,16:44:28,ALTITUDE_HOLD,0.000,0.025,0.516,1.000,0.140,-0.420,-0.126,0.000,0.000,0.000
230161,16:44:28,ALTITUDE_HOLD,0.000,-0.021,0.519,1.000,0.135,-0.416,-0.092,0.000,0.000,0.000
230261,16:44:28,ALTITUDE_HOLD,0.000,0.020,0.517,1.000,0.138,-0.412,-0.114,0.000,0.000,0.000
230361,16:44:28,ALTITUDE_HOLD,0.000,-0.007,0.518,1.000,0.137,-0.408,-0.093,0.000,0.000,0.000
230461,16:44:28,ALTITUDE_HOLD,0.000,0.005,0.517,1.000,0.138,-0.403,-0.096,0.000,0.000,0.000
230561,16:44:29,ALTITUDE_HOLD,0.000,-0.014,0.518,1.000,0.137,-0.399,-0.080,0.000,0.000,0.000
230661,16:44:29,ALTITUDE_HOLD,0.000,0.004,0.517,1.000,0.138,-0.395,-0.087,0.000,0.000,0.000
230761,16:44:29,ALTITUDE_HOLD,0.000,-0.005,0.518,1.000,0.137,-0.390,-0.076,0.000,0.000,0.000
230861,16:44:29,ALTITUDE_HOLD,0.000,0.006,0.517,1.000,0.138,-0.386,-0.079,0.000,0.000,0.000
230961,16:44:29,ALTITUDE_HOLD,0.000,0.001,0.517,1.000,0.139,-0.382,-0.072,0.000,0.000,0.000
231061,16:44:29,ALTITUDE_HOLD,0.000,0.027,0.516,1.000,0.140,-0.378,-0.084,0.000,0.000,0.000
231161,16:44:29,ALTITUDE_HOLD,0.000,0.000,0.515,1.000,0.141,-0.373,-0.064,0.000,0.000,0.000
231261,16:44:29,ALTITUDE_HOLD,0.000,0.014,0.515,1.000,0.142,-0.369,-0.068,0.000,0.000,0.000
231361,16:44:29,ALTITUDE_HOLD,0.000,-0.019,0.515,1.000,0.142,-0.365,-0.044,0.000,0.000,0.000
231461,16:44:29,ALTITUDE_HOLD,0.000,0.076,0.513,1.000,0.145,-0.361,-0.099,0.000,0.000,0.000
231561,16:44:30,ALTITUDE_HOLD,-0.200,-0.030,0.514,1.000,0.144,-0.356,-0.030,0.000,0.000,0.000
231661,16:44:30,ALTITUDE_HOLD,0.000,0.032,0.512,1.000,0.147,-0.352,-0.064,0.000,0.000,0.000
231761,16:44:30,ALTITUDE_HOLD,0.000,0.001,0.511,1.000,0.148,-0.348,-0.042,0.000,0.000,0.000
231861,16:44:30,ALTITUDE_HOLD,0.250,0.038,0.509,1.000,0.151,-0.344,-0.061,0.000,0.000,0.000
231961,16:44:30,ALTITUDE_HOLD,0.000,0.000,0.508,1.000,0.153,-0.340,-0.035,0.000,0.000,0.000
232061,16:44:30,ALTITUDE_HOLD,0.000,0.029,0.507,1.000,0.155,-0.335,-0.048,0.000,0.000,0.000
232161,16:44:30,ALTITUDE_HOLD,0.000,-0.020,0.507,1.000,0.155,-0.331,-0.015,0.000,0.000,0.000
232261,16:44:30,ALTITUDE_HOLD,0.000,0.029,0.504,1.000,0.160,-0.327,-0.042,0.000,0.000,0.000
232361,16:44:30,ALTITUDE_HOLD,0.000,-0.017,0.505,1.000,0.159,-0.323,-0.010,0.000,0.000,0.000
232461,16:44:30,ALTITUDE_HOLD,0.000,0.022,0.502,1.000,0.163,-0.319,-0.031,0.000,0.000,0.000
232561,16:44:31,ALTITUDE_HOLD,0.000,-0.007,0.502,1.000,0.163,-0.315,-0.009,0.000,0.000,0.000
232661,16:44:31,ALTITUDE_HOLD,0.000,0.014,0.500,1.000,0.167,-0.310,-0.019,0.000,0.000,0.000
232761,16:44:31,ALTITUDE_HOLD,0.000,0.000,0.499,1.000,0.169,-0.306,-0.007,0.000,0.000,0.000
232861,16:44:31,ALTITUDE_HOLD,0.000,0.010,0.497,1.000,0.172,-0.302,-0.010,0.000,0.000,0.000
232961,16:44:31,ALTITUDE_HOLD,0.000,-0.010,0.496,1.000,0.173,-0.298,0.005,0.000,0.000,0.000
233061,16:44:31,ALTITUDE_HOLD,0.000,0.064,0.494,1.000,0.176,-0.294,-0.036,0.000,0.000,0.000
233161,16:44:31,ALTITUDE_HOLD,0.000,-0.031,0.494,1.000,0.177,-0.290,0.024,0.000,0.000,0.000
233261,16:44:31,ALTITUDE_HOLD,0.750,0.112,0.491,1.000,0.182,-0.286,-0.059,0.000,0.000,0.000
233361,16:44:31,ALTITUDE_HOLD,0.000,-0.013,0.490,1.000,0.183,-0.283,0.020,0.000,0.000,0.000
233461,16:44:31,ALTITUDE_HOLD,1.000,0.150,0.487,1.000,0.188,-0.279,-0.076,0.000,0.000,0.000
233561,16:44:32,ALTITUDE_HOLD,0.000,-0.031,0.487,1.000,0.189,-0.275,0.036,0.000,0.000,0.000
233661,16:44:32,ALTITUDE_HOLD,0.000,-0.000,0.485,1.000,0.194,-0.271,0.020,0.000,0.000,0.000
233761,16:44:32,ALTITUDE_HOLD,0.000,-0.031,0.482,1.000,0.196,-0.267,0.041,0.000,0.000,0.000
233861,16:44:32,ALTITUDE_HOLD,0.500,0.075,0.479,1.000,0.202,-0.263,-0.021,0.000,0.000,0.000
233961,16:44:32,ALTITUDE_HOLD,0.000,0.001,0.478,1.000,0.204,-0.260,0.026,0.000,0.000,0.000
234061,16:44:32,ALTITUDE_HOLD,0.000,0.051,0.475,1.000,0.208,-0.256,-0.001,0.000,0.000,0.000
234161,16:44:32,ALTITUDE_HOLD,0.000,0.005,0.473,1.000,0.211,-0.253,0.029,0.000,0.000,0.000
234261,16:44:32,ALTITUDE_HOLD,0.000,0.081,0.470,1.000,0.216,-0.249,-0.015,0.000,0.000,0.000
234362,16:44:32,ALTITUDE_HOLD,0.000,0.001,0.469,1.000,0.219,-0.245,0.035,0.000,0.000,0.000
234462,16:44:32,ALTITUDE_HOLD,0.750,0.112,0.466,1.000,0.224,-0.242,-0.030,0.000,0.000,0.000
234562,16:44:33,ALTITUDE_HOLD,0.000,-0.021,0.464,1.000,0.226,-0.238,0.053,0.000,0.000,0.000
234662,16:44:33,ALTITUDE_HOLD,0.000,0.070,0.460,1.000,0.233,-0.234,-0.000,0.000,0.000,0.000
234762,16:44:33,ALTITUDE_HOLD,-0.400,-0.059,0.460,1.000,0.234,-0.231,0.080,0.000,0.000,0.000
234862,16:44:33,ALTITUDE_HOLD,0.000,0.037,0.455,1.000,0.241,-0.227,0.024,0.000,0.000,0.000
234962,16:44:33,ALTITUDE_HOLD,0.000,-0.012,0.455,1.000,0.242,-0.223,0.057,0.000,0.000,0.000
235062,16:44:33,ALTITUDE_HOLD,0.000,0.035,0.451,1.000,0.249,-0.220,0.030,0.000,0.000,0.000
235162,16:44:33,ALTITUDE_HOLD,0.000,0.001,0.449,1.000,0.252,-0.216,0.053,0.000,0.000,0.000
235262,16:44:33,ALTITUDE_HOLD,0.000,0.029,0.445,1.000,0.258,-0.212,0.037,0.000,0.000,0.000
235362,16:44:33,ALTITUDE_HOLD,0.000,-0.004,0.443,1.000,0.261,-0.209,0.060,0.000,0.000,0.000
235462,16:44:33,ALTITUDE_HOLD,0.000,0.022,0.440,1.000,0.267,-0.205,0.045,0.000,0.000,0.000
235562,16:44:34,ALTITUDE_HOLD,0.000,0.000,0.438,1.000,0.270,-0.202,0.061,0.000,0.000,0.000
235662,16:44:34,ALTITUDE_HOLD,0.000,0.015,0.434,1.000,0.277,-0.198,0.053,0.000,0.000,0.000
235762,16:44:34,ALTITUDE_HOLD,0.000,0.004,0.431,1.000,0.281,-0.195,0.062,0.000,0.000,0.000
235862,16:44:34,ALTITUDE_HOLD,0.000,0.017,0.428,1.000,0.286,-0.192,0.055,0.000,0.000,0.000
235962,16:44:34,ALTITUDE_HOLD,0.000,0.000,0.427,1.000,0.288,-0.188,0.068,0.000,0.000,0.000
236062,16:44:34,ALTITUDE_HOLD,0.000,0.005,0.425,1.000,0.291,-0.185,0.068,0.000,0.000,0.000
